ts,id,l1_flow,l1_occ,l1_speed,l2_flow,l2_occ,l2_speed,l3_flow,l3_occ,l3_speed,l4_flow,l4_occ,l4_speed,l5_flow,l5_occ,l5_speed,l6_flow,l6_occ,l6_speed,l7_flow,l7_occ,l7_speed,l8_flow,l8_occ,l8_speed
2026-01-06 00:06:50,421258,1.0,0.0039,78.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:06:50,421260,0.0,0.0,0.0,3.0,0.0228,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:07:20,421258,2.0,0.0089,78.0,2.0,0.0356,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:07:20,421260,1.0,0.0056,65.0,1.0,0.0056,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:07:50,421258,0.0,0.0,0.0,1.0,0.0317,40.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:07:50,421260,0.0,0.0,0.0,2.0,0.015,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:08:20,421258,0.0,0.0,0.0,1.0,0.0206,40.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:08:20,421260,0.0,0.0,0.0,1.0,0.0089,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:08:50,421258,0.0,0.0,0.0,1.0,0.0389,34.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:08:50,421260,1.0,0.005,78.0,2.0,0.0128,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:09:20,421258,1.0,0.005,60.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:09:20,421260,1.0,0.005,65.0,3.0,0.02,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:09:50,421258,1.0,0.005,52.0,1.0,0.0089,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:09:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:10:20,421258,2.0,0.0078,78.0,1.0,0.0089,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:10:20,421260,0.0,0.0,0.0,2.0,0.0117,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:10:50,421258,1.0,0.0039,60.0,2.0,0.0128,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:10:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:11:20,421258,0.0,0.0,0.0,2.0,0.0128,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:11:20,421260,2.0,0.0106,65.0,3.0,0.0167,71.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:11:50,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:11:50,421260,1.0,0.0056,65.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:12:20,421258,1.0,0.0039,96.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:12:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:12:50,421258,1.0,0.005,60.0,1.0,0.005,78.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:12:50,421260,1.0,0.0067,60.0,2.0,0.0128,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:13:20,421258,1.0,0.0039,78.0,2.0,0.0128,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:13:20,421260,1.0,0.005,60.0,2.0,0.0106,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:13:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:13:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:14:20,421258,0.0,0.0,0.0,1.0,0.0067,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:14:20,421260,1.0,0.0056,71.0,2.0,0.0139,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:14:50,421258,1.0,0.005,52.0,2.0,0.0239,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:14:50,421260,1.0,0.005,71.0,3.0,0.0206,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:15:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:15:20,421260,2.0,0.0089,78.0,3.0,0.02,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:15:50,421258,1.0,0.0039,78.0,1.0,0.005,78.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:15:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:16:20,421258,1.0,0.0039,78.0,2.0,0.0156,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:16:20,421260,0.0,0.0,0.0,2.0,0.0306,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:16:50,421258,1.0,0.0039,78.0,4.0,0.0267,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:16:50,421260,0.0,0.0,0.0,1.0,0.0056,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:17:20,421258,0.0,0.0,0.0,2.0,0.015,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:17:20,421260,1.0,0.0056,71.0,2.0,0.0139,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:17:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:17:50,421260,0.0,0.0,0.0,2.0,0.0128,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:18:20,421258,1.0,0.0039,60.0,1.0,0.0256,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:18:20,421260,1.0,0.0056,65.0,3.0,0.02,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:18:50,421258,1.0,0.0039,78.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:18:50,421260,2.0,0.0128,60.0,3.0,0.0256,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:19:20,421258,0.0,0.0,0.0,2.0,0.0156,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:19:20,421260,1.0,0.0056,65.0,1.0,0.005,71.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:19:50,421258,0.0,0.0,0.0,2.0,0.0156,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:19:50,421260,0.0,0.0,0.0,2.0,0.015,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:20:20,421258,0.0,0.0,0.0,1.0,0.0078,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:20:20,421260,2.0,0.01,71.0,2.0,0.0139,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:20:50,421258,3.0,0.0139,65.0,4.0,0.075,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:20:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:21:20,421258,1.0,0.0039,78.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:21:20,421260,0.0,0.0,0.0,3.0,0.0256,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:21:50,421258,0.0,0.0,0.0,2.0,0.015,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:21:50,421260,1.0,0.005,86.0,1.0,0.005,78.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:22:20,421258,2.0,0.0078,65.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:22:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:22:50,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:22:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:23:20,421258,1.0,0.0039,78.0,4.0,0.0378,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:23:20,421260,1.0,0.0056,71.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:23:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:23:50,421260,1.0,0.0056,78.0,2.0,0.0139,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:24:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:24:20,421260,1.0,0.0039,65.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:24:50,421258,1.0,0.0039,78.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:24:50,421260,0.0,0.0,0.0,1.0,0.0056,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:25:20,421258,1.0,0.0039,78.0,3.0,0.0217,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:25:20,421260,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:25:50,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:25:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:26:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:26:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:26:50,421258,0.0,0.0,0.0,1.0,0.0067,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:26:50,421260,0.0,0.0,0.0,3.0,0.0206,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:27:20,421258,0.0,0.0,0.0,1.0,0.005,78.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:27:20,421260,0.0,0.0,0.0,1.0,0.0056,71.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:27:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:27:50,421260,1.0,0.005,71.0,1.0,0.0067,71.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:28:20,421258,0.0,0.0,0.0,1.0,0.0067,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:28:20,421260,0.0,0.0,0.0,1.0,0.0039,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:28:50,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:28:50,421260,0.0,0.0,0.0,1.0,0.0056,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:29:20,421258,0.0,0.0,0.0,1.0,0.03,26.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:29:20,421260,0.0,0.0,0.0,2.0,0.0128,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:29:50,421258,1.0,0.0039,60.0,2.0,0.015,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:29:50,421260,2.0,0.0106,71.0,2.0,0.0106,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:30:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:30:20,421260,0.0,0.0,0.0,3.0,0.0256,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:30:50,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:30:50,421260,2.0,0.01,65.0,2.0,0.0139,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:31:20,421258,2.0,0.0078,60.0,2.0,0.015,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:31:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:31:50,421258,0.0,0.0,0.0,2.0,0.0117,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:31:50,421260,1.0,0.0056,78.0,1.0,0.0067,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:32:20,421258,0.0,0.0,0.0,2.0,0.0106,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:32:20,421260,0.0,0.0,0.0,1.0,0.005,71.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:32:50,421258,1.0,0.0039,60.0,2.0,0.0389,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:32:50,421260,0.0,0.0,0.0,2.0,0.0117,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:33:20,421258,1.0,0.0039,78.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:33:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:33:50,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:33:50,421260,0.0,0.0,0.0,1.0,0.0067,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:34:20,421258,0.0,0.0,0.0,1.0,0.005,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:34:20,421260,0.0,0.0,0.0,1.0,0.0067,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:34:50,421258,0.0,0.0,0.0,2.0,0.0128,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:34:50,421260,0.0,0.0,0.0,1.0,0.01,42.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:35:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:35:20,421260,1.0,0.005,65.0,1.0,0.0067,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:35:50,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:35:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:36:20,421258,0.0,0.0,0.0,1.0,0.0089,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:36:20,421260,1.0,0.005,78.0,2.0,0.0156,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:36:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:36:50,421260,0.0,0.0,0.0,2.0,0.0139,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:37:20,421258,0.0,0.0,0.0,2.0,0.0178,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:37:20,421260,0.0,0.0,0.0,1.0,0.0056,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:37:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:37:50,421260,1.0,0.0056,65.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:38:20,421258,2.0,0.0089,65.0,2.0,0.02,42.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:38:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:38:50,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:38:50,421260,1.0,0.0056,65.0,3.0,0.0228,46.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:39:20,421258,1.0,0.005,60.0,1.0,0.005,78.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:39:20,421260,1.0,0.005,78.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:39:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:39:50,421260,1.0,0.0056,60.0,1.0,0.0078,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:40:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:40:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:40:50,421258,2.0,0.0089,65.0,1.0,0.0278,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:40:50,421260,1.0,0.0039,78.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:41:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:41:20,421260,0.0,0.0,0.0,2.0,0.015,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:41:50,421258,1.0,0.005,60.0,2.0,0.04,42.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:41:50,421260,0.0,0.0,0.0,2.0,0.0117,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:42:20,421258,0.0,0.0,0.0,1.0,0.005,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:42:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:42:50,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:42:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:43:20,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:43:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:43:50,421258,0.0,0.0,0.0,2.0,0.0139,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:43:50,421260,1.0,0.005,78.0,2.0,0.0117,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:44:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:44:20,421260,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:44:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:44:50,421260,0.0,0.0,0.0,4.0,0.0339,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:45:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:45:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:45:50,421258,1.0,0.0039,60.0,2.0,0.0117,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:45:50,421260,0.0,0.0,0.0,3.0,0.0189,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:46:20,421258,0.0,0.0,0.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:46:20,421260,0.0,0.0,0.0,2.0,0.0128,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:46:50,421258,0.0,0.0,0.0,1.0,0.0278,40.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:46:50,421260,1.0,0.005,86.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:47:20,421258,0.0,0.0,0.0,2.0,0.0156,49.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:47:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:47:50,421258,0.0,0.0,0.0,2.0,0.0356,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:47:50,421260,0.0,0.0,0.0,1.0,0.0056,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:48:20,421258,1.0,0.0039,78.0,2.0,0.015,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:48:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:48:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:48:50,421260,0.0,0.0,0.0,3.0,0.0217,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:49:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:49:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:49:50,421258,0.0,0.0,0.0,1.0,0.0078,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:49:50,421260,1.0,0.0056,71.0,3.0,0.0228,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:50:20,421258,0.0,0.0,0.0,1.0,0.0078,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:50:20,421260,1.0,0.005,65.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:50:50,421258,0.0,0.0,0.0,1.0,0.0278,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:50:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:51:20,421258,0.0,0.0,0.0,1.0,0.005,78.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:51:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:51:50,421258,2.0,0.0078,78.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:51:50,421260,1.0,0.0056,78.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:52:20,421258,0.0,0.0,0.0,1.0,0.0278,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:52:20,421260,0.0,0.0,0.0,1.0,0.0056,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:52:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:52:50,421260,0.0,0.0,0.0,1.0,0.0078,46.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:53:20,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:53:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:53:50,421258,1.0,0.005,60.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:53:50,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:54:20,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:54:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:54:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:54:50,421260,0.0,0.0,0.0,1.0,0.0067,65.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:55:20,421258,0.0,0.0,0.0,1.0,0.0089,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:55:20,421260,1.0,0.005,78.0,1.0,0.0067,60.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:55:50,421258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:55:50,421260,0.0,0.0,0.0,3.0,0.0228,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:56:20,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:56:20,421260,0.0,0.0,0.0,1.0,0.0078,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:56:50,421258,1.0,0.0039,78.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:56:50,421260,1.0,0.005,78.0,4.0,0.0267,56.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:57:20,421258,0.0,0.0,0.0,1.0,0.0078,52.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:57:20,421260,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:57:50,421258,0.0,0.0,0.0,2.0,0.0356,44.0,,,,,,,,,,,,,,,,,,
2026-01-06 00:57:50,421260,1.0,0.0056,65.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
