ts,id,district,fwy,dir,lane_type,length,samples,pct_obs,flow,occ,speed,l1_samples,l1_flow,l1_occ,l1_speed,l1_obs,l2_samples,l2_flow,l2_occ,l2_speed,l2_obs,l3_samples,l3_flow,l3_occ,l3_speed,l3_obs,l4_samples,l4_flow,l4_occ,l4_speed,l4_obs,l5_samples,l5_flow,l5_occ,l5_speed,l5_obs,l6_samples,l6_flow,l6_occ,l6_speed,l6_obs,l7_samples,l7_flow,l7_occ,l7_speed,l7_obs,l8_samples,l8_flow,l8_occ,l8_speed,l8_obs
2026-01-06 02:50:00,421238,4,580,E,ML,3.005,30,67,48.0,0.0136,63.1,10,1.0,0.0004,72.1,1,10.0,13.0,0.0087,69.3,1,10.0,34.0,0.0316,60.5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 02:55:00,421237,4,580,E,ML,1.513,30,67,49.0,0.0217,59.8,10,3.0,0.0021,71.7,1,10.0,12.0,0.0236,61.5,1,10.0,34.0,0.0393,58.2,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 02:55:00,421238,4,580,E,ML,3.005,30,67,38.0,0.0123,62.3,10,0.0,0.0,72.1,1,10.0,7.0,0.0053,69.2,1,10.0,31.0,0.0315,60.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:00:00,421237,4,580,E,ML,1.513,30,67,45.0,0.0164,61.1,10,0.0,0.0,71.7,1,10.0,12.0,0.0144,65.3,1,10.0,33.0,0.0348,59.5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:00:00,421238,4,580,E,ML,3.005,30,67,52.0,0.0162,62.6,10,4.0,0.0018,72.0,1,10.0,14.0,0.0132,67.8,1,10.0,34.0,0.0337,59.3,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:05:00,421237,4,580,E,ML,1.513,30,67,47.0,0.018,62.0,10,6.0,0.0034,71.9,1,10.0,8.0,0.0153,65.0,1,10.0,33.0,0.0354,59.5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:05:00,421238,4,580,E,ML,3.005,30,67,48.0,0.0142,62.2,10,3.0,0.0013,72.0,1,10.0,11.0,0.0091,68.0,1,10.0,34.0,0.0323,59.4,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:10:00,421237,4,580,E,ML,1.513,30,67,47.0,0.0155,62.7,10,1.0,0.0008,71.7,1,10.0,12.0,0.0121,67.8,1,10.0,34.0,0.0336,60.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:10:00,421238,4,580,E,ML,3.005,30,67,48.0,0.013,63.2,10,5.0,0.0021,72.1,1,10.0,10.0,0.0063,68.8,1,10.0,33.0,0.0307,60.2,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:15:00,421237,4,580,E,ML,1.513,30,67,46.0,0.0187,61.8,10,3.0,0.0018,71.8,1,10.0,10.0,0.0184,65.3,1,10.0,33.0,0.036,59.8,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:15:00,421238,4,580,E,ML,3.005,30,67,49.0,0.0126,63.7,10,4.0,0.002,72.0,1,10.0,11.0,0.0056,69.5,1,10.0,34.0,0.0303,60.9,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2026-01-06 03:20:00,421237,4,580,E,ML,1.513,30,67,44.0,0.0145,63.2,10,6.0,0.0041,71.7,1,10.0,7.0,0.0082,67.4,1,10.0,31.0,0.0312,60.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
